INDEX,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,HOME_VAL,TRAVTIME,BLUEBOOK,TIF,OLDCLAIM,CLM_FREQ,MVR_PTS,CAR_AGE,PARENT1,MSTATUS,RED_CAR,REVOKED,TARGET_FLAG,GENDER,COMMERCIAL_CAR_USE,URBAN_CAR,BACHELORS,ELEMENTARY_EDUCATION,MASTERS,PHD,HIGH_SCHOOL,CLERICAL,DOCTOR,HOME_MAKER,LAWYER,MANAGER,PROFESSIONAL,STUDENT,BLUE_COLLAR,MINIVAN,PANEL_TRUCK,PICKUP,SPORTS_CAR,VAN,SUV
33,-0.33442140347068167,-1.4831259249548254,0.24973225960989678,-0.37701256894247653,-0.6620566560726421,-0.2927421553715436,-0.47058250949928804,-0.6746350292774128,-1.0494223095514308,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,-1.3277434262458436,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
34,1.620602288308855,-0.0916422662991601,1.1455849939731355,1.634678210003206,-0.3547783952362542,0.5144755854581182,-1.0992223844438282,0.7578020096884761,2.809364192996727,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,0.6652333433822296,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
35,-0.33442140347068167,-1.1352550102909091,-0.6461204747533419,-0.6284739163106868,0.22257092972228654,-1.2350730476677048,-0.47058250949928804,-0.41451586548509967,0.1564484724948684,-0.45998172415845523,-0.6893704344688752,0.6075961957983219,0.6652333433822296,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
36,-0.33442140347068167,-0.5554701525177153,1.1455849939731355,-2.6401646952563693,1.5730272297231813e-16,-0.44732238290519705,-1.1620863719382821,-0.18765394637856173,0.1564484724948684,3.8841827795562,1.037176171546313,1.0733666780367312,0.6652333433822296,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
38,-0.33442140347068167,0.48814259147403377,-0.6461204747533419,-1.3828579584153178,-0.27357547201797,0.06839961956700888,-0.21912655952147198,0.020203832907533262,-1.0494223095514308,-0.45998172415845523,-0.6893704344688752,-0.3239447686784967,-1.3277434262458436,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40,-0.33442140347068167,0.8360135061379501,-0.6461204747533419,-0.6284739163106868,-0.22960136503554457,0.6018979893287217,0.22092135293970613,-1.6877932334547787,-0.3258998403236513,-0.45998172415845523,-0.6893704344688752,-0.3239447686784967,0.3028739307225799,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
41,-0.33442140347068167,-0.43951318096307646,-0.6461204747533419,-0.8799352636788972,0.668992431728237,1.0466899735537878,-1.3506783344216442,1.199648260513775,0.1564484724948684,-0.29693455535903035,1.037176171546313,1.5391371602751405,1.208772462371704,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
42,-0.33442140347068167,-0.6714271240723539,-0.6461204747533419,-0.1255512215742662,-0.5797727567731774,0.3825763756774292,0.28378534043416015,0.11047349705463737,-0.3258998403236513,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,0.8464130497120544,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
43,-0.33442140347068167,1.2998413923565053,-0.6461204747533419,-2.6401646952563693,-1.3382071948510865,-0.7260500799748554,1.9811130027844186,-0.2957399916073311,-1.0494223095514308,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,0.6652333433822296,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
44,-0.33442140347068167,0.48814259147403377,-0.6461204747533419,0.3773714731621544,1.148989050815656,1.252980369550951,-0.9734944094549202,0.2601310981406258,-1.0494223095514308,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,1.0275927560418792,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
45,-0.33442140347068167,-0.7873840956269927,-0.6461204747533419,0.12591012579394412,-0.5219837754732642,-0.12795387484077533,0.8495612278842463,-0.4311444878279873,-1.0494223095514308,-0.45998172415845523,-0.6893704344688752,0.1418257135599126,0.12169422439275507,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
46,-0.33442140347068167,-0.20759923785379888,1.1455849939731355,1.634678210003206,1.8042551317056919,2.104754666704738,0.28378534043416015,1.6319924414288527,0.1564484724948684,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,1.208772462371704,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
48,-0.33442140347068167,2.1115401932389766,-0.6461204747533419,1.1317555152667853,1.2863594912120824,1.5036359208785435,-1.4764063094105522,0.066526423719863,-1.0494223095514308,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,0.48405363705240473,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
49,-0.33442140347068167,0.8360135061379501,-0.6461204747533419,-2.6401646952563693,-1.3382071948510865,-0.5338675322213611,0.9124252153787002,-0.7637169346857393,-1.0494223095514308,-0.45998172415845523,-0.6893704344688752,-0.3239447686784967,-0.4218448945967194,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
50,-0.33442140347068167,-1.1352550102909091,-0.6461204747533419,-0.8799352636788972,-1.0245511751357335,-1.2350730476677048,-0.7220384594771041,-1.0998526577598244,-1.0494223095514308,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,-0.2406651882668946,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
51,-0.33442140347068167,-0.20759923785379888,-0.6461204747533419,0.6288328205303647,0.2905643252285442,0.9226142793904187,0.4095133154230682,0.8753901248274669,-1.0494223095514308,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,-0.05948548193706977,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
52,-0.33442140347068167,-0.43951318096307646,-0.6461204747533419,-0.1255512215742662,-0.6296489931588487,-1.2350730476677048,0.6609692654008842,0.523813538149272,-0.3258998403236513,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,-1.3277434262458436,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
53,-0.33442140347068167,-0.5554701525177153,-0.6461204747533419,0.12591012579394412,-0.09564680905564872,0.25161822078241175,-1.7907262468828224,1.6106127841308544,-0.3258998403236513,-0.45998172415845523,-0.6893704344688752,-0.3239447686784967,-0.6030246009265443,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
54,-0.33442140347068167,-1.5990828965094641,0.24973225960989678,0.3773714731621544,-0.764857481392914,-0.0029849760401588444,1.7925210403010565,-1.3195880244336962,0.1564484724948684,-0.45998172415845523,-0.6893704344688752,0.1418257135599126,-0.6030246009265443,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
55,-0.33442140347068167,0.25622864836475623,-0.6461204747533419,-0.6284739163106868,-0.9394567380251991,-1.2350730476677048,0.0951933779507981,0.4442337026511671,0.1564484724948684,-0.12032860732331511,1.037176171546313,1.5391371602751405,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
56,-0.33442140347068167,0.9519704776925889,-0.6461204747533419,4.466850842423225e-16,0.9806810749758417,1.5059486828857023,0.15805736544525212,1.6058617491757436,1.1211450981319078,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,1.208772462371704,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
57,-0.33442140347068167,-0.6714271240723539,2.041437728336374,-0.8799352636788972,-0.6021489616536151,0.22741397012128406,-0.030534597038109932,-1.3861025138052465,0.1564484724948684,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,-0.6030246009265443,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
58,-0.33442140347068167,-1.3671689534001867,2.041437728336374,0.8802941678985751,-0.6385129970245293,-0.015737067245148364,0.4095133154230682,-0.4085770717912113,3.050538349405987,-0.45998172415845523,-0.6893704344688752,0.6075961957983219,-1.3277434262458436,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
59,-0.33442140347068167,1.6477123070204216,-0.6461204747533419,-1.3828579584153178,0.9702172265100137,0.0,-1.4764063094105522,1.9265566086457189,-1.0494223095514308,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,0.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
61,-0.33442140347068167,-0.5554701525177153,-0.6461204747533419,0.12591012579394412,-0.9709131419875536,-1.2350730476677048,-0.8477664344660121,-0.41332810674632203,-0.3258998403236513,2.5142903194056165,0.17390286853871886,5.265301018182415,-0.4218448945967194,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
65,-0.33442140347068167,-0.0916422662991601,1.1455849939731355,1.1317555152667853,-0.984684777261794,-0.16510959274199244,0.22092135293970613,-0.6164348510773062,-1.0494223095514308,0.4330746762956971,0.17390286853871886,-0.3239447686784967,-1.3277434262458436,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
66,-0.33442140347068167,1.2998413923565053,-0.6461204747533419,1.3832168626349957,-0.37051740697824326,0.07962847786383517,-0.21912655952147198,0.7197937300475902,1.8446675673596873,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,-0.4218448945967194,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
67,1.620602288308855,0.024314705255478672,0.24973225960989678,0.8802941678985751,0.04440445202210551,0.33096988275217143,1.0381531903676082,1.9752547169356036,0.1564484724948684,2.7163047360942123,1.037176171546313,-0.789715250916906,0.8464130497120544,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
69,-0.33442140347068167,0.372185619919395,-0.6461204747533419,4.466850842423225e-16,1.5730272297231813e-16,0.7817830232372543,-1.2249503594327362,1.5262819136776387,1.8446675673596873,-0.2829200188374865,3.626996080569095,-0.3239447686784967,0.3028739307225799,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
70,1.620602288308855,-0.0916422662991601,1.1455849939731355,4.466850842423225e-16,-0.8180415045869979,-1.2350730476677048,-0.596310484488196,-0.17696411772956255,-0.3258998403236513,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,0.3028739307225799,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
71,-0.33442140347068167,-1.3671689534001867,2.937290462699613,0.3773714731621544,-0.8880455156042514,-0.6287944500531248,0.7866972403897923,-1.0487790319923838,1.8446675673596873,0.43968315693187227,1.9004494745539071,-0.789715250916906,-1.3277434262458436,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
72,-0.33442140347068167,-1.4831259249548254,2.041437728336374,0.8802941678985751,-0.14982533024441874,-0.0644645702235636,-0.8477664344660121,-0.6734472705386352,-0.3258998403236513,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,-0.05948548193706977,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
73,-0.33442140347068167,-1.2512119818455478,-0.6461204747533419,-0.6284739163106868,-1.0313397049255473,-0.5409732941123214,-1.2878143469271903,-1.5191314925483475,-0.3258998403236513,2.361953446809648,1.9004494745539071,0.1418257135599126,0.3028739307225799,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
74,1.620602288308855,-0.7873840956269927,2.937290462699613,0.3773714731621544,-1.2917468428819459,-0.6537802547718441,0.0951933779507981,0.8290675340151372,1.1211450981319078,-0.45998172415845523,-0.6893704344688752,0.1418257135599126,-1.3277434262458436,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
77,3.575625980088392,-0.20759923785379888,2.041437728336374,0.12591012579394412,1.6258940783108984,-1.2350730476677048,-0.281990547015926,0.45136025508383315,-1.0494223095514308,0.5529388423173568,1.9004494745539071,-0.789715250916906,1.208772462371704,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
78,-0.33442140347068167,0.48814259147403377,-0.6461204747533419,-0.37701256894247653,1.5730272297231813e-16,-1.2350730476677048,-0.15626257202701796,2.1379776641481465,-0.5670739967329111,3.453947902276935,1.037176171546313,0.1418257135599126,1.7523115813611787,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
79,-0.33442140347068167,0.14027167681011746,-0.6461204747533419,-0.1255512215742662,0.38136631604771176,-1.2350730476677048,-1.2878143469271903,-0.1971560162887832,-0.5670739967329111,-0.45998172415845523,-0.6893704344688752,0.1418257135599126,0.48405363705240473,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
80,-0.33442140347068167,0.024314705255478672,0.24973225960989678,0.12591012579394412,2.6794782255943494,2.8251401567276915,-0.34485453451038,-0.6485043370243038,-1.0494223095514308,0.030754932738206453,1.9004494745539071,2.0049076425135497,2.114670994020828,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
81,-0.33442140347068167,0.14027167681011746,-0.6461204747533419,0.8802941678985751,1.5730272297231813e-16,1.9362898920867275,-0.7220384594771041,2.091655073335817,-0.3258998403236513,-0.45998172415845523,-0.6893704344688752,-0.3239447686784967,0.6652333433822296,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
82,-0.33442140347068167,0.024314705255478672,-0.6461204747533419,0.12591012579394412,0.0007113988207870019,0.4678375433275499,-0.21912655952147198,-0.5701122602649765,1.8446675673596873,2.4005788767348784,1.037176171546313,-0.789715250916906,0.0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
84,-0.33442140347068167,2.1115401932389766,-0.6461204747533419,-0.37701256894247653,0.27084732150781066,-1.2350730476677048,-1.4135423219160983,1.412257074754981,-1.0494223095514308,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,1.7523115813611787,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
85,-0.33442140347068167,-0.0916422662991601,-0.6461204747533419,-0.37701256894247653,0.2772466999083996,0.6074326680630949,-1.5392702969050063,0.9419046141990174,0.1564484724948684,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,-1.3277434262458436,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
86,1.620602288308855,0.024314705255478672,1.1455849939731355,0.12591012579394412,0.8754804827553488,-1.2350730476677048,-0.533446496993742,-1.6877932334547787,-1.0494223095514308,-0.45998172415845523,-0.6893704344688752,0.1418257135599126,0.48405363705240473,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
88,-0.33442140347068167,0.372185619919395,-0.6461204747533419,-2.6401646952563693,-1.3382071948510865,-0.4461819519844256,1.0381531903676082,-0.8373579764899558,-0.5670739967329111,0.4928928199852136,1.037176171546313,0.6075961957983219,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
89,1.620602288308855,-0.9033410671816315,1.1455849939731355,0.3773714731621544,1.5730272297231813e-16,0.4014931738877076,0.5981052779064302,-1.248322500107035,-1.0494223095514308,-0.15029464882873003,0.17390286853871886,-0.3239447686784967,-0.965384013586194,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
90,-0.33442140347068167,-1.1352550102909091,-0.6461204747533419,4.466850842423225e-16,-0.7032202252439981,-1.2350730476677048,0.9752892028731543,-1.2887062972254764,1.1211450981319078,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,-1.3277434262458436,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
91,-0.33442140347068167,0.372185619919395,-0.6461204747533419,0.3773714731621544,-0.6512901343040837,0.08152653771798621,-1.2249503594327362,-0.7209576200897426,1.8446675673596873,-0.32188726672665724,0.17390286853871886,1.0733666780367312,-1.3277434262458436,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
93,-0.33442140347068167,0.48814259147403377,-0.6461204747533419,-2.6401646952563693,-1.3382071948510865,0.036060826673805314,0.5352412904119762,-1.1057914514537128,1.1211450981319078,0.5785751896128638,0.17390286853871886,2.0049076425135497,1.0275927560418792,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
94,-0.33442140347068167,-0.0916422662991601,1.1455849939731355,1.1317555152667853,1.6740407529666808,1.292217573258611,0.0951933779507981,0.7530509747333654,1.1211450981319078,-0.45998172415845523,-0.6893704344688752,-0.789715250916906,-1.3277434262458436,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
